"Tenure","Date","Date of Birth","Education","Employee ID","Employee Name","Event Type","Gender","isUnique","Job Family","Job Level","Monthly Compensation","Notes","Region"
12,"2016-09-17 00:00:00","1983-08-14 00:00:00","BS","XqpAyv6MvxmvA8cTA8khJ8","Travis Bankston","UPDATED","Male","True","R&D","Entry",4546.96,"","APAC"
12,"2016-09-27 00:00:00","1985-03-02 00:00:00","PHD","8cpfZsYKZMEhaHNS7wzHEB","Peggy Tressler","UPDATED","Female","True","R&D","Entry",4433.74,"","APAC"
12,"2016-10-02 00:00:00","1975-11-18 00:00:00","BS","QYtz3AYRxQ8SZMGTMQMDqi","Cindy Barnes","UPDATED","Female","True","Product Management","Entry",3045.84,"","APAC"
12,"2016-10-05 00:00:00","1978-09-07 00:00:00","MS","6iuHimXzwGN8Q4P7G2yGRf","Otis Kramer","UPDATED","Male","True","Product Management","Entry",3055.87,"","APAC"
12,"2016-10-10 00:00:00","1977-10-09 00:00:00","MS","4gFJBhPJvBC3jBumnff7oM","Debra Denton","UPDATED","Female","True","R&D","Manager",5935.81,"","APAC"
12,"2016-10-29 00:00:00","1984-06-25 00:00:00","MS","ZiqEeaic92XmuJhg7P7JNf","Dalton Black","UPDATED","Male","True","Quality","Senior",4884.95,"","APAC"
12,"2016-11-05 00:00:00","1975-05-23 00:00:00","MS","QWkQTjGKzaVoZsaSU2iDMf","Ralph Reilly","UPDATED","Male","True","R&D","Senior",5314.16,"","APAC"
12,"2016-11-05 00:00:00","1985-06-18 00:00:00","PHD","jCGcTUGsxmJBNi63dMh3LU","Norma Marcolina","UPDATED","Female","True","Acct Mgmt","Senior",4035.97,"","APAC"
12,"2016-11-12 00:00:00","1985-07-06 00:00:00","PHD","JuxEEZhfHoS5UwF4NMzeQf","Elizabeth Williams","UPDATED","Female","True","R&D","Entry",4380.2,"","APAC"
12,"2016-11-14 00:00:00","1979-06-30 00:00:00","BS","smk6yRwEMRx37wN3HHGqe5","Erica Denson","UPDATED","Female","True","R&D","Entry",4649.65,"","APAC"
12,"2016-11-20 00:00:00","1980-05-21 00:00:00","PHD","6SzqpDW8G7TmYRmYPwTRZ8","Jeff Ramos","UPDATED","Male","True","Acct Mgmt","Senior",3817.17,"","APAC"
12,"2016-11-22 00:00:00","1981-01-25 00:00:00","BS","w4ApyF6ENda8ksPh6oyZ4c","Yolanda Conrad","UPDATED","Female","True","Product Management","Entry",3088.39,"","APAC"
12,"2016-11-24 00:00:00","1980-10-14 00:00:00","PHD","NXV6fyw2fEX7DkXjq5JdqV","Florida Rivera","UPDATED","Female","False","R&D","VP & above",4534.55,"","APAC"
12,"2016-11-28 00:00:00","1977-05-11 00:00:00","BS","aLZeyJQxLgMhxtpbARrn9c","Sylvia Jackson","UPDATED","Female","True","Quality","Senior",4884.29,"","APAC"
12,"2016-11-28 00:00:00","1980-10-14 00:00:00","PHD","NXV6fyw2fEX7DkXjq5JdqV","Florida Rivera","UPDATED","Female","True","R&D","VP & above",4279.01,"","APAC"
12,"2016-12-17 00:00:00","1983-08-10 00:00:00","MS","otkNd6FivaGtPuNJjhgJdc","Teri Erickson","UPDATED","Female","True","Support","Senior",3284.63,"","APAC"
12,"2016-12-20 00:00:00","1979-08-07 00:00:00","BS","L3nzPfk2c5D9tJEptskAnG","Mark Roman","UPDATED","Male","True","Engineering","Senior",3025.9,"","APAC"
12,"2016-12-20 00:00:00","1983-07-31 00:00:00","BS","3ekNRdJdzuurFxbCHiwoZV","Angela Tomassi","UPDATED","Female","True","R&D","Senior",5028.1,"","APAC"
13,"2014-08-23 00:00:00","1981-06-23 00:00:00","PHD","3tbw9dSFne49jmMJcsuEg6","Margery Rodriguez","SEPARATED","Female","False","Quality","Entry",4871.83,"career change","APAC"
13,"2015-03-22 00:00:00","1982-05-22 00:00:00","BS","6msaFxdAgjCvBeXuqxQyYB","Evelyn Nielsen","SEPARATED","Female","False","R&D","Manager",4393.78,"alternative opportunity","APAC"
13,"2015-04-29 00:00:00","1980-03-28 00:00:00","BS","kjSYHozEJWybGGW3SFzgwH","Gerry Williams","UPDATED","Female","False","Quality","Entry",4563.26,"","APAC"
13,"2015-06-03 00:00:00","1984-05-14 00:00:00","BS","7QDFcmPU4YspXoGjDCfkwK","Jeffrey Mcree","UPDATED","Male","False","Quality","Entry",3310.2,"","APAC"
13,"2015-07-26 00:00:00","1978-02-11 00:00:00","BS","MMpCVe7ktsFgJgiCT4WGLF","Gertrude Chipman","SEPARATED","Female","False","Engineering","Manager",3085.22,"career change","APAC"
13,"2016-01-03 00:00:00","1988-04-22 00:00:00","MS","xak5y7Z558xy48mTPggr9E","Virginia Wilson","UPDATED","Female","True","R&D","VP & above",4233.91,"","APAC"
14,"2013-08-22 00:00:00","1980-11-05 00:00:00","BS","uKGTdQnmSWCXNTiPkWPsjj","Gracie Marshall","SEPARATED","Female","False","R&D","VP & above",5346.36,"career change","APAC"
14,"2013-10-16 00:00:00","1980-11-29 00:00:00","MS","a8CQN3uyXmVfamnbK4a9Rc","Suk Alvarez","SEPARATED","Female","False","R&D","Entry",4466.83,"personal situation","APAC"
14,"2014-03-03 00:00:00","1976-07-30 00:00:00","BS","TuAs67RT2DP9eEDa9SoiqM","Della Cason","UPDATED","Female","False","R&D","VP & above",4589.36,"","APAC"
14,"2014-08-07 00:00:00","1985-06-10 00:00:00","BS","Ch6HghYW7ZkeAMjnXofawK","Aida Scott","UPDATED","Female","False","R&D","VP & above",5552.38,"","APAC"
14,"2015-09-03 00:00:00","1977-05-29 00:00:00","MS","2qRCRtR4rsWvqEojRoXzci","Elizabeth Gulotta","SEPARATED","Female","False","Acct Mgmt","Manager",4798.49,"alternative opportunity","APAC"
14,"2016-04-12 00:00:00","1981-12-11 00:00:00","BS","nhbiJZ2mGp9BzprXB9qYAa","Francisco Essig","SEPARATED","Male","False","Quality","Entry",4178.36,"life event","APAC"
14,"2016-04-13 00:00:00","1981-07-30 00:00:00","MS","9ZUEs2PtGgAvMZEKEEiDTG","Jean Boudreaux","UPDATED","Female","True","R&D","VP & above",4161.3,"","APAC"
14,"2016-10-22 00:00:00","1976-08-28 00:00:00","MS","pmEHSSbLfF8onJdhS7UYHP","Yan Aleman","SEPARATED","Female","False","R&D","Senior",4907.29,"career change","APAC"
15,"2015-02-04 00:00:00","1979-01-10 00:00:00","BS","Fqw8vDBM9fJbS5zpFpZiWX","Ronald Caban","SEPARATED","Male","False","Acct Mgmt","VP & above",3714.97,"retirement","APAC"
15,"2015-06-05 00:00:00","1978-03-30 00:00:00","MS","bFht5c85qbcDXyqdKAURj9","Terrence Dumar","SEPARATED","Male","False","R&D","Manager",5120.86,"retirement","APAC"
15,"2015-06-12 00:00:00","1979-12-14 00:00:00","BS","XsMYSXPiNL2ooMoUnAG4Rg","Angela Guidice","UPDATED","Female","True","R&D","VP & above",5436.41,"","APAC"
15,"2015-10-15 00:00:00","1979-06-21 00:00:00","MS","owv2cuJVwijjAmFfkQoyJ6","Becky Turner","SEPARATED","Female","False","R&D","Senior",4204.62,"personal situation","APAC"
15,"2016-05-20 00:00:00","1977-03-10 00:00:00","BS","5sMxENAFbDSQJEQuHaJzk3","Aaron Hobgood","SEPARATED","Male","False","Acct Mgmt","VP & above",4755.6,"retirement","APAC"
15,"2016-07-27 00:00:00","1976-02-10 00:00:00","MS","K4zNuugFEdeFNZfJLGWLMC","Nicole Ramos","SEPARATED","Female","False","R&D","Entry",4442.24,"retirement","APAC"
15,"2016-08-02 00:00:00","1979-02-03 00:00:00","MS","iibNviomKK4uAw9StfgPvY","Kevin Hendrick","SEPARATED","Male","False","Quality","Entry",4364.44,"retirement","APAC"
15,"2016-10-03 00:00:00","1976-03-09 00:00:00","BS","WzMP66EPQaCT5VDza2DDS3","Sue Black","UPDATED","Female","True","Engineering","Manager",2721.05,"","APAC"
16,"2013-10-05 00:00:00","1978-05-20 00:00:00","BS","oRhYQshiy6aNGAGYrxz57M","Betty Ennis","SEPARATED","Female","False","Acct Mgmt","Senior",4670.75,"career change","APAC"
16,"2013-10-29 00:00:00","1980-11-05 00:00:00","BS","uKGTdQnmSWCXNTiPkWPsjj","Gracie Marshall","UPDATED","Female","True","R&D","VP & above",5346.36,"","APAC"
16,"2014-05-17 00:00:00","1978-06-12 00:00:00","MS","8HxPUgRHEdWioUC96LAGrk","Annette Johnson","SEPARATED","Female","False","R&D","VP & above",5601.93,"personal situation","APAC"
16,"2015-05-11 00:00:00","1979-01-21 00:00:00","BS","ccNtxqL7EEvgusVDs6FLc8","Robert Vail","SEPARATED","Male","False","R&D","Manager",5175.01,"personal situation","APAC"
16,"2015-12-15 00:00:00","1980-11-20 00:00:00","MS","girDRs2TKvaoeF85HpAo5h","Marc Crespo","SEPARATED","Male","False","Acct Mgmt","Manager",4690.06,"life event","APAC"
16,"2016-06-06 00:00:00","1979-11-04 00:00:00","BS","tFAPGovggSA87QFXvj87Be","Beth Stokes","UPDATED","Female","True","Engineering","Manager",3094.61,"","APAC"
16,"2016-10-28 00:00:00","1978-09-03 00:00:00","MS","9pUypAnjWVyHtCRXUBVYTQ","Mary Burch","SEPARATED","Female","False","Product Management","Entry",2942.48,"life event","APAC"
17,"2012-11-26 00:00:00","1979-09-01 00:00:00","BS","ibDaYBzGZdQagLHeh6puYH","Jorge Brown","SEPARATED","Male","False","R&D","Manager",4216.43,"alternative opportunity","APAC"
17,"2014-04-30 00:00:00","1979-08-16 00:00:00","BS","XzvtRZnR7XrmZhg9YyxLe8","Lee Hickman","SEPARATED","Male","False","Quality","Entry",4297.89,"retirement","APAC"
17,"2014-07-15 00:00:00","1977-06-02 00:00:00","BS","FU7cKaXTVSeCNtUDtSG9AB","Jacqueline Beaty","SEPARATED","Female","False","R&D","Manager",5416.76,"career change","APAC"
17,"2014-07-16 00:00:00","1980-09-15 00:00:00","BS","ArTHtf9cKeG4M6mAHMw4PP","Raul Oniel","UPDATED","Male","True","Engineering","Senior",2696.8,"","APAC"
17,"2015-02-19 00:00:00","1980-06-24 00:00:00","MS","DE59McPdeJif9VRGKkTtHE","Mireya Carlton","UPDATED","Female","True","Engineering","Senior",2695.48,"","APAC"
17,"2015-10-30 00:00:00","1975-08-07 00:00:00","BS","BsezCqGsDQVZZM8Br58v3E","Madeleine Tuohy","UPDATED","Female","False","Engineering","Manager",2722.2,"","APAC"
17,"2015-12-10 00:00:00","1980-01-06 00:00:00","BS","JRTVqdTc6wRXgav9LaF8Fd","Dana Carrasco","SEPARATED","Female","False","Acct Mgmt","Senior",4617.71,"alternative opportunity","APAC"
17,"2016-03-05 00:00:00","1978-03-06 00:00:00","BS","ja6Dsko7kvx32Y9VTQcejE","Jayson Williams","SEPARATED","Male","False","Acct Mgmt","Senior",3806.25,"life event","APAC"
17,"2016-05-14 00:00:00","1983-05-06 00:00:00","MS","T2L5QqQjydxAJkYknMLXCM","Corinne Waller","SEPARATED","Female","False","R&D","Senior",4812.59,"retirement","APAC"
17,"2016-12-19 00:00:00","1984-03-25 00:00:00","PHD","tKxLuadwST3XjutQPbMDSY","David Souza","SEPARATED","Male","False","R&D","Manager",5465.71,"alternative opportunity","APAC"
18,"2014-12-23 00:00:00","1981-09-17 00:00:00","BS","NdtHStdfyrwEmM5hcg84Fm","David Scantling","SEPARATED","Male","False","R&D","Senior",4369.11,"retirement","APAC"
18,"2015-03-04 00:00:00","1984-05-09 00:00:00","MS","RjuFjWb8pkREskbzJ82mNA","Dorothy Fuller","UPDATED","Female","False","Acct Mgmt","VP & above",5173.81,"","APAC"
18,"2016-02-27 00:00:00","1980-11-01 00:00:00","BS","jZ8TgvHhfSS8MzZw5UveaB","Rebecca Vernon","SEPARATED","Female","False","Acct Mgmt","Senior",3753.82,"retirement","APAC"
18,"2016-10-06 00:00:00","1982-01-22 00:00:00","MS","yFSJnjMPavVt3q36vr9xUP","Helen Carlson","UPDATED","Female","False","R&D","VP & above",4265.61,"","APAC"
19,"2013-12-24 00:00:00","1978-05-20 00:00:00","BS","oRhYQshiy6aNGAGYrxz57M","Betty Ennis","UPDATED","Female","False","Acct Mgmt","Senior",4670.75,"","APAC"
19,"2014-08-25 00:00:00","1980-09-15 00:00:00","BS","ArTHtf9cKeG4M6mAHMw4PP","Raul Oniel","SEPARATED","Male","False","Engineering","Senior",2822.73,"retirement","APAC"
19,"2015-04-08 00:00:00","1981-09-15 00:00:00","BS","8bsMjXy79Nrk7eYXuT2P2k","Matthew Sayers","SEPARATED","Male","False","R&D","VP & above",4363,"retirement","APAC"
19,"2016-06-19 00:00:00","1978-04-27 00:00:00","MS","dWLiXnkJwbAyywVwsxcFsf","Dennis Heath","SEPARATED","Male","False","R&D","VP & above",5801.75,"personal situation","APAC"
19,"2016-08-13 00:00:00","1983-09-29 00:00:00","MS","22ZMfh8Y4XCkLVeKtmRAGk","Theresa Mullins","SEPARATED","Female","False","Acct Mgmt","Manager",4110.71,"alternative opportunity","APAC"
19,"2016-09-02 00:00:00","1980-10-05 00:00:00","BS","hrmVoM2Mbyq9kPGAeXKcQe","Winnie Rankins","UPDATED","Female","False","Acct Mgmt","VP & above",3845.55,"","APAC"
19,"2016-10-14 00:00:00","1983-07-30 00:00:00","BS","A3B4MXHnBhDcFwfC3yKLBW","Angelina Bass","SEPARATED","Female","False","Acct Mgmt","Senior",3843.85,"personal situation","APAC"
19,"2016-11-13 00:00:00","1982-01-22 00:00:00","MS","yFSJnjMPavVt3q36vr9xUP","Helen Carlson","UPDATED","Female","True","R&D","Senior",4265.61,"","APAC"
20,"2013-07-12 00:00:00","1977-04-04 00:00:00","PHD","Nup9wpyDegbbfYm9QjVv2Z","James Wildey","SEPARATED","Male","False","Product Management","Senior",3061.13,"personal situation","APAC"
20,"2014-02-19 00:00:00","1980-11-24 00:00:00","MS","YZCcU8bwmtCtNCrJN28aEa","David Trevino","SEPARATED","Male","False","Quality","Senior",3598.01,"career change","APAC"
20,"2014-09-27 00:00:00","1979-04-17 00:00:00","BS","J2cwUnEjeEX3VNAQ7NAtck","Richard Riecke","SEPARATED","Male","False","Acct Mgmt","Manager",3564.86,"life event","APAC"
20,"2015-08-08 00:00:00","1976-10-15 00:00:00","PHD","ULjAnrzTjgBjiWXcTZAvh6","Charles Faulkner","SEPARATED","Male","False","R&D","Senior",5085.91,"life event","APAC"
20,"2016-01-16 00:00:00","1984-05-14 00:00:00","BS","7QDFcmPU4YspXoGjDCfkwK","Jeffrey Mcree","UPDATED","Male","False","Engineering","Manager",3310.2,"","APAC"
20,"2016-02-24 00:00:00","1984-07-11 00:00:00","BS","fjAYum6ygTo8R2idUPPw4A","Katharine Castille","SEPARATED","Female","False","Support","Senior",2733.75,"retirement","APAC"
20,"2016-06-17 00:00:00","1975-07-29 00:00:00","BS","xDLiLCZN588eFyrFdpm4DW","Deborah Schmidt","SEPARATED","Female","False","R&D","Manager",5599.02,"career change","APAC"
20,"2016-09-22 00:00:00","1980-10-05 00:00:00","BS","hrmVoM2Mbyq9kPGAeXKcQe","Winnie Rankins","UPDATED","Female","True","Acct Mgmt","Manager",3845.55,"","APAC"
20,"2016-12-14 00:00:00","1984-06-03 00:00:00","PHD","LfSBPVa3ngLTFwVq4ss2NV","Jennifer Harris","UPDATED","Female","True","Engineering","Manager",3012.09,"","APAC"
21,"2013-08-19 00:00:00","1983-05-19 00:00:00","PHD","tYyP2mHoHtvmXy3oDrJboD","Michele Overcash","UPDATED","Female","False","Quality","Senior",4552.69,"","APAC"
21,"2014-11-06 00:00:00","1979-03-29 00:00:00","BS","GqPiTjDod2mcPMfYFmEC3g","Marta Edminster","SEPARATED","Female","False","Product Management","Senior",3264.68,"life event","APAC"
21,"2015-06-25 00:00:00","1979-09-11 00:00:00","PHD","65sUDtn7zAVpgwV2Q5AdZV","Benjamin Rossi","SEPARATED","Male","False","Quality","Senior",4407.91,"life event","APAC"
21,"2015-08-13 00:00:00","1979-01-10 00:00:00","BS","Fqw8vDBM9fJbS5zpFpZiWX","Ronald Caban","UPDATED","Male","True","Acct Mgmt","VP & above",3714.97,"","APAC"
21,"2015-09-29 00:00:00","1981-08-19 00:00:00","BS","5TfsskTL6T4ZESnwx9pn4b","Molly Treaster","SEPARATED","Female","False","R&D","Entry",4489.77,"retirement","APAC"
21,"2016-10-14 00:00:00","1978-06-02 00:00:00","MS","SxjLYSm2fvd3rDgjC2NB9D","Rachel Chappell","SEPARATED","Female","False","Advertising","Manager",3587.38,"retirement","APAC"
21,"2016-11-16 00:00:00","1979-06-21 00:00:00","PHD","TDAr6cfyh3CTyayN4CDUR5","Michael Simonson","UPDATED","Male","True","Quality","Entry",4556.39,"","APAC"
22,"2014-08-09 00:00:00","1980-12-11 00:00:00","BS","if6cwtWp9y2ptQbCh6EF9Q","Jacob Mcgrath","SEPARATED","Male","False","Advertising","Manager",3542.3,"life event","APAC"
22,"2015-01-05 00:00:00","1975-08-17 00:00:00","BS","GfqxbCLKuRBhqwKGCUJPtc","Eddie Fuentes","SEPARATED","Male","False","Acct Mgmt","Senior",5283.45,"retirement","APAC"
22,"2015-03-30 00:00:00","1981-12-02 00:00:00","PHD","DQKJMZtpt7j89nwn5RJC2L","Kim Mcdowell","SEPARATED","Female","False","Quality","Senior",5246.88,"life event","APAC"
22,"2015-11-09 00:00:00","1977-09-20 00:00:00","BS","uoYWXXc4PLH8bVLAzBkkK4","Kathleen Rudd","SEPARATED","Female","False","R&D","Senior",4879.71,"alternative opportunity","APAC"
22,"2016-08-18 00:00:00","1982-06-14 00:00:00","BS","K6b8nksPXg72jegFLQAYZh","Ellen Hilbert","SEPARATED","Female","False","Advertising","Senior",3140.78,"retirement","APAC"
22,"2016-09-20 00:00:00","1988-04-22 00:00:00","MS","xak5y7Z558xy48mTPggr9E","Virginia Wilson","SEPARATED","Female","False","Acct Mgmt","Senior",4233.91,"personal situation","APAC"
22,"2016-11-10 00:00:00","1980-08-13 00:00:00","BS","nRXnb3gzoMBvisL488YBKf","Linda Boyd","SEPARATED","Female","False","Acct Mgmt","Senior",3476.63,"personal situation","APAC"
23,"2014-10-11 00:00:00","1977-04-20 00:00:00","BS","4AR87NtXhfNZqbqut3kfjG","Kimber Leblanc","UPDATED","Female","False","R&D","Manager",4553.42,"","APAC"
23,"2014-12-13 00:00:00","1976-07-30 00:00:00","BS","TuAs67RT2DP9eEDa9SoiqM","Della Cason","UPDATED","Female","True","Quality","Entry",4589.36,"","APAC"
23,"2015-01-15 00:00:00","1979-05-12 00:00:00","BS","9edAm6YPMswAnkyNvM3rvZ","John Rhim","SEPARATED","Male","False","Executive Team","VP & above",8211.37,"career change","APAC"
23,"2015-03-22 00:00:00","1981-05-27 00:00:00","BS","R8y6GYqTzSB6EhtNwNcAYJ","Laura Morris","UPDATED","Female","False","Executive Team","VP & above",5061.26,"","APAC"
23,"2015-08-12 00:00:00","1984-05-09 00:00:00","MS","RjuFjWb8pkREskbzJ82mNA","Dorothy Fuller","SEPARATED","Female","False","Acct Mgmt","VP & above",5602.9,"personal situation","APAC"
23,"2015-08-16 00:00:00","1979-05-17 00:00:00","BS","qKceS4UUTtq3gNTGMj5Ea2","Lenore Khim","UPDATED","Female","False","Human Resources","VP & above",8012.58,"","APAC"
23,"2015-09-20 00:00:00","1982-08-14 00:00:00","MS","dToKhMGiJo6TK33obvywiT","Eleanor Vick","SEPARATED","Female","False","Product Management","Senior",3338.81,"retirement","APAC"
23,"2016-02-11 00:00:00","1979-12-14 00:00:00","BS","XsMYSXPiNL2ooMoUnAG4Rg","Angela Guidice","SEPARATED","Female","False","R&D","VP & above",5845.38,"personal situation","APAC"
23,"2016-04-03 00:00:00","1982-11-15 00:00:00","PHD","XaKH5im3vDi3A3NqJByp9P","Evie Hopton","SEPARATED","Female","False","R&D","Entry",4268.02,"life event","APAC"
23,"2016-05-29 00:00:00","1982-11-06 00:00:00","MS","3CmCJazGfFQGFg85AHPTX6","Leola Shierling","SEPARATED","Female","False","R&D","Senior",4902.93,"career change","APAC"
23,"2016-08-03 00:00:00","1982-07-24 00:00:00","MS","qPvKR7PpV6eRhjwhTEoV48","Shauna Phillips","UPDATED","Female","True","Acct Mgmt","VP & above",3619.59,"","APAC"
23,"2016-09-26 00:00:00","1976-09-12 00:00:00","BS","zC2qgfUQfGffgFKjwgxguZ","Lydia Nett","SEPARATED","Female","False","Acct Mgmt","Senior",3892.96,"retirement","APAC"
23,"2016-11-20 00:00:00","1981-07-19 00:00:00","BS","zTfDtp3vUwSFGeykMWmpXG","Rosie Forte","UPDATED","Female","False","R&D","Senior",4675.21,"","APAC"
23,"2016-12-16 00:00:00","1979-11-04 00:00:00","BS","tFAPGovggSA87QFXvj87Be","Beth Stokes","SEPARATED","Female","False","R&D","Entry",3343.96,"retirement","APAC"
23,"2016-12-20 00:00:00","1984-01-06 00:00:00","PHD","Z2DbgXAkA45yz2GN9bbD6h","Daniel Boll","SEPARATED","Male","False","Support","Senior",2832.66,"retirement","APAC"
24,"2013-09-30 00:00:00","1984-02-21 00:00:00","BS","VYQTqxFPBAUCh3Vz7SwgNS","Steven Moore","UPDATED","Male","True","Quality","Entry",4478.21,"","APAC"
24,"2013-11-09 00:00:00","1977-04-04 00:00:00","PHD","Nup9wpyDegbbfYm9QjVv2Z","James Wildey","UPDATED","Male","True","Product Management","Senior",2884.69,"","APAC"
24,"2013-11-09 00:00:00","1983-05-19 00:00:00","PHD","tYyP2mHoHtvmXy3oDrJboD","Michele Overcash","UPDATED","Female","True","R&D","Entry",4552.69,"","APAC"
24,"2014-02-14 00:00:00","1981-12-12 00:00:00","MS","vAWtsi9dM6oJK5ptwfrKnB","Johnny Rogers","UPDATED","Male","True","Quality","Entry",4373.94,"","APAC"
24,"2014-07-01 00:00:00","1980-10-09 00:00:00","MS","ownT8nFpyjhLLKjX8hmQXE","Paulina Meredith","UPDATED","Female","True","Acct Mgmt","Senior",3745.74,"","APAC"
24,"2014-07-25 00:00:00","1978-09-30 00:00:00","MS","2MjgwkjoqeUwez3gJhQLQR","Mae Bailey","UPDATED","Female","False","R&D","Manager",4820.36,"","APAC"
24,"2014-07-28 00:00:00","1987-11-12 00:00:00","PHD","tByCJKixHHmMFLW6ZrptHj","Cindy Patterson","UPDATED","Female","True","Acct Mgmt","Senior",3855.19,"","APAC"
24,"2014-08-30 00:00:00","1979-04-14 00:00:00","MS","M4i2ouMCKPGVvjLaehYtzL","Tamala Rodriguez","UPDATED","Female","True","R&D","Manager",5563.43,"","APAC"
24,"2014-09-06 00:00:00","1983-03-03 00:00:00","MS","Wvd8xewu6BCsw9EkTj8Nth","Tonya Hall","SEPARATED","Female","False","Engineering","Entry",2844.39,"personal situation","APAC"
24,"2014-10-12 00:00:00","1982-12-27 00:00:00","PHD","mbtLa8dgVZkgYDCpUwXxLJ","Cherish Michels","UPDATED","Female","True","R&D","Senior",4938.09,"","APAC"
24,"2014-12-17 00:00:00","1985-09-30 00:00:00","PHD","N2AEjmD36ubqVFnu8ekvUG","Dana Ocheltree","UPDATED","Female","True","R&D","Senior",4955.4,"","APAC"
24,"2015-03-18 00:00:00","1979-10-04 00:00:00","BS","j3FgF7y9sU5yoMSBgt3zG7","Joel Cook","UPDATED","Male","True","R&D","Entry",4524.08,"","APAC"
24,"2015-03-28 00:00:00","1981-03-05 00:00:00","BS","MFZp6t4RGxQkoBW4AETdtd","Jessica Porter","UPDATED","Female","True","R&D","Entry",4667.05,"","APAC"
24,"2015-05-24 00:00:00","1980-06-17 00:00:00","BS","fx5wdGBvqetrLL2hJFkryg","Scott Noreen","UPDATED","Male","True","R&D","Entry",4520.26,"","APAC"
24,"2015-06-02 00:00:00","1985-06-10 00:00:00","BS","Ch6HghYW7ZkeAMjnXofawK","Aida Scott","UPDATED","Female","True","R&D","Manager",5552.38,"","APAC"
24,"2015-06-07 00:00:00","1985-06-10 00:00:00","BS","Ch6HghYW7ZkeAMjnXofawK","Aida Scott","SEPARATED","Female","False","Acct Mgmt","Senior",5552.38,"life event","APAC"
24,"2015-06-15 00:00:00","1978-01-04 00:00:00","MS","L3n6pEBTV2o8eqhaWGD7xd","Nicole Kueny","UPDATED","Female","True","R&D","Manager",5575.25,"","APAC"
24,"2015-08-04 00:00:00","1980-07-17 00:00:00","PHD","rhjQmTqrPP8Ax4SanQDqS7","Graciela Clark","UPDATED","Female","False","R&D","Manager",6209.26,"","APAC"
24,"2015-08-16 00:00:00","1984-04-15 00:00:00","BS","AVA39kPYpCADc37PSFQ4Bi","Marilyn Russell","UPDATED","Female","True","Advertising","Manager",2889.94,"","APAC"
24,"2015-09-03 00:00:00","1984-05-09 00:00:00","MS","RjuFjWb8pkREskbzJ82mNA","Dorothy Fuller","UPDATED","Female","False","Acct Mgmt","Senior",5173.81,"","APAC"
24,"2015-09-13 00:00:00","1980-06-29 00:00:00","BS","8BHntKSRc6YKzfAcdLBUbU","Shannon Clifton","UPDATED","Female","True","Acct Mgmt","Senior",3709.74,"","APAC"
24,"2015-09-28 00:00:00","1982-06-28 00:00:00","BS","bFQFxEBPzDJjp9C8EC3bme","Cheryl Hildebrand","UPDATED","Female","False","R&D","VP & above",5065.21,"","APAC"
24,"2015-10-22 00:00:00","1979-06-10 00:00:00","PHD","n2zMJRzCVnpuJ8xshVimvX","William Chavez","UPDATED","Male","True","Acct Mgmt","VP & above",4924.02,"","APAC"
24,"2015-12-23 00:00:00","1983-01-04 00:00:00","MS","eHpuPVZwHJZnrckm8EWsqZ","Scott Oliverio","UPDATED","Male","True","R&D","Manager",5463.99,"","APAC"
24,"2016-01-04 00:00:00","1982-03-01 00:00:00","PHD","tfo46BrsQ9yTLHPzwDkFC6","Mary Leveille","UPDATED","Female","True","R&D","VP & above",6318.75,"","APAC"
24,"2016-02-03 00:00:00","1980-08-20 00:00:00","BS","mBfGvyAKDNHXTHuxMKyEsU","Ruth Nolan","UPDATED","Female","True","Acct Mgmt","Senior",3946.58,"","APAC"
24,"2016-03-28 00:00:00","1980-03-28 00:00:00","BS","kjSYHozEJWybGGW3SFzgwH","Gerry Williams","UPDATED","Female","True","R&D","Entry",4563.26,"","APAC"
24,"2016-03-29 00:00:00","1980-03-28 00:00:00","BS","kjSYHozEJWybGGW3SFzgwH","Gerry Williams","SEPARATED","Female","False","Quality","Entry",4563.26,"career change","APAC"
24,"2016-05-01 00:00:00","1984-05-14 00:00:00","BS","7QDFcmPU4YspXoGjDCfkwK","Jeffrey Mcree","UPDATED","Male","True","Support","Senior",3310.2,"","APAC"
24,"2016-06-07 00:00:00","1981-01-29 00:00:00","PHD","ukmFRUUdwixCEUmPxgKo8B","Edward Brock","UPDATED","Male","True","R&D","Senior",4905.69,"","APAC"
24,"2016-06-22 00:00:00","1976-05-24 00:00:00","PHD","w8MmKUpqRdETULoAZAmaoJ","Brian Wood","UPDATED","Male","True","Executive Team","VP & above",8587.14,"","APAC"
24,"2016-07-16 00:00:00","1983-02-26 00:00:00","BS","wSLTbzPAWwTpNAJgpeztLA","Donald Chynoweth","UPDATED","Male","True","R&D","Entry",4344.41,"","APAC"
24,"2016-07-24 00:00:00","1981-03-20 00:00:00","MS","zMNKuuLvmhT3W4pjL8ddfU","Joe Martin","UPDATED","Female","True","R&D","Manager",5576.96,"","APAC"
24,"2016-08-01 00:00:00","1981-03-20 00:00:00","MS","zMNKuuLvmhT3W4pjL8ddfU","Joe Martin","SEPARATED","Female","False","R&D","Manager",5576.96,"career change","APAC"
24,"2016-08-02 00:00:00","1978-11-24 00:00:00","BS","kQKgXAhgksR5D2uZGCSXB2","Stacy Brunk","UPDATED","Female","True","Acct Mgmt","Senior",3635.67,"","APAC"
24,"2016-08-09 00:00:00","1983-06-23 00:00:00","BS","88RtwCbCNLL6RjocBSUmwB","William Stone","UPDATED","Male","True","R&D","Senior",4824.07,"","APAC"
